,loss,cwe_loss,gob_loss,cwe_sparse_categorical_accuracy,gob_accuracy,gob_auc,val_loss,val_cwe_loss,val_gob_loss,val_cwe_sparse_categorical_accuracy,val_gob_accuracy,val_gob_auc
0,0.6982455849647522,0.7148379683494568,0.6982455849647522,0.549799919128418,0.5506892204284668,0.4965207278728485,0.68492192029953,0.7018929719924927,0.68492192029953,0.5427046418190002,0.5658363103866577,0.525550365447998
1,0.6872073411941528,0.7287502884864807,0.6872073411941528,0.5377945899963379,0.5644730925559998,0.4876307249069214,0.6854375004768372,0.7036539912223816,0.6854375004768372,0.5427046418190002,0.5658363103866577,0.514189600944519
2,0.6879108548164368,0.6976394057273865,0.6879108548164368,0.5620275735855103,0.5640284419059753,0.49982407689094543,0.6858779788017273,0.7051868438720703,0.6858779788017273,0.5658363103866577,0.5658363103866577,0.514556884765625
3,0.6868453621864319,0.7013135552406311,0.6868453621864319,0.565807044506073,0.5651400685310364,0.48873230814933777,0.684992253780365,0.7014619708061218,0.684992253780365,0.5658363103866577,0.5658363103866577,0.49947160482406616
4,0.6868837475776672,0.7080017924308777,0.6868837475776672,0.565807044506073,0.5655847191810608,0.4962068200111389,0.6844426989555359,0.8230183124542236,0.6844426989555359,0.5658363103866577,0.5658363103866577,0.4893932342529297
5,0.688241720199585,0.7978613972663879,0.688241720199585,0.565807044506073,0.5653623938560486,0.48780903220176697,0.6889550685882568,0.7761333584785461,0.6889550685882568,0.5658363103866577,0.5658363103866577,0.49947160482406616
6,0.6867539882659912,0.7791942954063416,0.6867539882659912,0.565807044506073,0.565807044506073,0.4888668358325958,0.6857429146766663,0.7827998399734497,0.6857429146766663,0.5658363103866577,0.5658363103866577,0.5005283951759338
7,0.6864065527915955,0.78498774766922,0.6864065527915955,0.565807044506073,0.5624722242355347,0.5007147192955017,0.6845443844795227,0.787632942199707,0.6845443844795227,0.5658363103866577,0.5658363103866577,0.49947160482406616
8,0.6861732006072998,0.7900460362434387,0.6861732006072998,0.565807044506073,0.5649177432060242,0.4958439767360687,0.6866734623908997,0.7940967082977295,0.6866734623908997,0.5658363103866577,0.5658363103866577,0.49947160482406616
9,0.686424732208252,0.7988817691802979,0.686424732208252,0.565807044506073,0.565807044506073,0.48845571279525757,0.6876397728919983,0.8043394684791565,0.6876397728919983,0.5658363103866577,0.5658363103866577,0.49947160482406616
